id,catalogue_page_title,catalogue_name,permutation_summary,ordering_code,product_type,product_description,stauff_groups,din_groups,thread_code,thread,size_d1,modifier,material_code,material_description,notes,imported_at
144,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-10S-M-W4,SPAL-DUEB,Elongated Weld Plate for Single Clamps,10S,8,M,M30,—,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
145,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-10S-M-W5,SPAL-DUEB,Elongated Weld Plate for Single Clamps,10S,8,M,M30,—,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
146,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-10S-U-W1,SPAL-DUEB,Elongated Weld Plate for Single Clamps,10S,8,U,1-1/8–7 UNC,—,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
147,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-10S-U-W2,SPAL-DUEB,Elongated Weld Plate for Single Clamps,10S,8,U,1-1/8–7 UNC,—,—,W2,"Carbon Steel, phosphated",,2026-06-01T13:54:04.983780+00:00
148,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-10S-U-W3,SPAL-DUEB,Elongated Weld Plate for Single Clamps,10S,8,U,1-1/8–7 UNC,—,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
149,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-10S-U-W4,SPAL-DUEB,Elongated Weld Plate for Single Clamps,10S,8,U,1-1/8–7 UNC,—,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
150,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-10S-U-W5,SPAL-DUEB,Elongated Weld Plate for Single Clamps,10S,8,U,1-1/8–7 UNC,—,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
151,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-10S-M-W1,SPAS-DUEB,Elongated Weld Plate for Double Clamps,10S,8,M,M30,—,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
152,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-10S-M-W2,SPAS-DUEB,Elongated Weld Plate for Double Clamps,10S,8,M,M30,—,—,W2,"Carbon Steel, phosphated",,2026-06-01T13:54:04.983780+00:00
153,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-10S-M-W3,SPAS-DUEB,Elongated Weld Plate for Double Clamps,10S,8,M,M30,—,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
154,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-10S-M-W4,SPAS-DUEB,Elongated Weld Plate for Double Clamps,10S,8,M,M30,—,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
155,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-10S-M-W5,SPAS-DUEB,Elongated Weld Plate for Double Clamps,10S,8,M,M30,—,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
156,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-10S-U-W1,SPAS-DUEB,Elongated Weld Plate for Double Clamps,10S,8,U,1-1/8–7 UNC,—,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
157,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-10S-U-W2,SPAS-DUEB,Elongated Weld Plate for Double Clamps,10S,8,U,1-1/8–7 UNC,—,—,W2,"Carbon Steel, phosphated",,2026-06-01T13:54:04.983780+00:00
158,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-10S-U-W3,SPAS-DUEB,Elongated Weld Plate for Double Clamps,10S,8,U,1-1/8–7 UNC,—,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
159,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-10S-U-W4,SPAS-DUEB,Elongated Weld Plate for Double Clamps,10S,8,U,1-1/8–7 UNC,—,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
160,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-10S-U-W5,SPAS-DUEB,Elongated Weld Plate for Double Clamps,10S,8,U,1-1/8–7 UNC,—,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
161,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-11S-M-W1,SPAL-DUEB,Elongated Weld Plate for Single Clamps,11S,9,M,M30,—,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
162,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-11S-M-W2,SPAL-DUEB,Elongated Weld Plate for Single Clamps,11S,9,M,M30,—,—,W2,"Carbon Steel, phosphated",,2026-06-01T13:54:04.983780+00:00
163,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-11S-M-W3,SPAL-DUEB,Elongated Weld Plate for Single Clamps,11S,9,M,M30,—,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
164,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-11S-M-W4,SPAL-DUEB,Elongated Weld Plate for Single Clamps,11S,9,M,M30,—,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
165,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-11S-M-W5,SPAL-DUEB,Elongated Weld Plate for Single Clamps,11S,9,M,M30,—,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
166,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-11S-U-W1,SPAL-DUEB,Elongated Weld Plate for Single Clamps,11S,9,U,1-1/4–7 UNC,—,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
167,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-11S-U-W2,SPAL-DUEB,Elongated Weld Plate for Single Clamps,11S,9,U,1-1/4–7 UNC,—,—,W2,"Carbon Steel, phosphated",,2026-06-01T13:54:04.983780+00:00
168,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-11S-U-W3,SPAL-DUEB,Elongated Weld Plate for Single Clamps,11S,9,U,1-1/4–7 UNC,—,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
169,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-11S-U-W4,SPAL-DUEB,Elongated Weld Plate for Single Clamps,11S,9,U,1-1/4–7 UNC,—,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
170,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-11S-U-W5,SPAL-DUEB,Elongated Weld Plate for Single Clamps,11S,9,U,1-1/4–7 UNC,—,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
171,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-11S-M-W1,SPAS-DUEB,Elongated Weld Plate for Double Clamps,11S,9,M,M30,—,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
172,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-11S-M-W2,SPAS-DUEB,Elongated Weld Plate for Double Clamps,11S,9,M,M30,—,—,W2,"Carbon Steel, phosphated",,2026-06-01T13:54:04.983780+00:00
173,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-11S-M-W3,SPAS-DUEB,Elongated Weld Plate for Double Clamps,11S,9,M,M30,—,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
174,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-11S-M-W4,SPAS-DUEB,Elongated Weld Plate for Double Clamps,11S,9,M,M30,—,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
175,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-11S-M-W5,SPAS-DUEB,Elongated Weld Plate for Double Clamps,11S,9,M,M30,—,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
176,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-11S-U-W1,SPAS-DUEB,Elongated Weld Plate for Double Clamps,11S,9,U,1-1/4–7 UNC,—,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
177,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-11S-U-W2,SPAS-DUEB,Elongated Weld Plate for Double Clamps,11S,9,U,1-1/4–7 UNC,—,—,W2,"Carbon Steel, phosphated",,2026-06-01T13:54:04.983780+00:00
178,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-11S-U-W3,SPAS-DUEB,Elongated Weld Plate for Double Clamps,11S,9,U,1-1/4–7 UNC,—,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
179,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-11S-U-W4,SPAS-DUEB,Elongated Weld Plate for Double Clamps,11S,9,U,1-1/4–7 UNC,—,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
180,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-11S-U-W5,SPAS-DUEB,Elongated Weld Plate for Double Clamps,11S,9,U,1-1/4–7 UNC,—,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
181,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-12S-M-W1,SPAL-DUEB,Elongated Weld Plate for Single Clamps,12S,10,M,M30,—,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
182,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-12S-M-W2,SPAL-DUEB,Elongated Weld Plate for Single Clamps,12S,10,M,M30,—,—,W2,"Carbon Steel, phosphated",,2026-06-01T13:54:04.983780+00:00
183,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-12S-M-W3,SPAL-DUEB,Elongated Weld Plate for Single Clamps,12S,10,M,M30,—,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
184,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-12S-M-W4,SPAL-DUEB,Elongated Weld Plate for Single Clamps,12S,10,M,M30,—,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
185,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-12S-M-W5,SPAL-DUEB,Elongated Weld Plate for Single Clamps,12S,10,M,M30,—,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
186,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-12S-U-W1,SPAL-DUEB,Elongated Weld Plate for Single Clamps,12S,10,U,1-1/4–7 UNC,—,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
187,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-12S-U-W2,SPAL-DUEB,Elongated Weld Plate for Single Clamps,12S,10,U,1-1/4–7 UNC,—,—,W2,"Carbon Steel, phosphated",,2026-06-01T13:54:04.983780+00:00
188,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-12S-U-W3,SPAL-DUEB,Elongated Weld Plate for Single Clamps,12S,10,U,1-1/4–7 UNC,—,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
189,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-12S-U-W4,SPAL-DUEB,Elongated Weld Plate for Single Clamps,12S,10,U,1-1/4–7 UNC,—,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
190,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-12S-U-W5,SPAL-DUEB,Elongated Weld Plate for Single Clamps,12S,10,U,1-1/4–7 UNC,—,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
191,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-12S-M-W1,SPAS-DUEB,Elongated Weld Plate for Double Clamps,12S,10,M,M30,—,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
192,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-12S-M-W2,SPAS-DUEB,Elongated Weld Plate for Double Clamps,12S,10,M,M30,—,—,W2,"Carbon Steel, phosphated",,2026-06-01T13:54:04.983780+00:00
193,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-12S-M-W3,SPAS-DUEB,Elongated Weld Plate for Double Clamps,12S,10,M,M30,—,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
194,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-12S-M-W4,SPAS-DUEB,Elongated Weld Plate for Double Clamps,12S,10,M,M30,—,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
195,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-12S-M-W5,SPAS-DUEB,Elongated Weld Plate for Double Clamps,12S,10,M,M30,—,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
196,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-12S-U-W1,SPAS-DUEB,Elongated Weld Plate for Double Clamps,12S,10,U,1-1/4–7 UNC,—,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
197,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-12S-U-W2,SPAS-DUEB,Elongated Weld Plate for Double Clamps,12S,10,U,1-1/4–7 UNC,—,—,W2,"Carbon Steel, phosphated",,2026-06-01T13:54:04.983780+00:00
198,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-12S-U-W3,SPAS-DUEB,Elongated Weld Plate for Double Clamps,12S,10,U,1-1/4–7 UNC,—,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
199,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-12S-U-W4,SPAS-DUEB,Elongated Weld Plate for Double Clamps,12S,10,U,1-1/4–7 UNC,—,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
200,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-12S-U-W5,SPAS-DUEB,Elongated Weld Plate for Double Clamps,12S,10,U,1-1/4–7 UNC,—,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
